time	angle	speed	accelerator position
133.96	-8	58.91875	0
133.97	-8	58.4375	0
133.98	-8	58.4375	0
133.99	-8	58.78125	0
134.00	-8	58.78125	0
134.01	-8	59.95	0
134.02	-8	59.95	0
134.03	-8	59.95	0
134.04	-8	59.95	0
134.05	-8	59.05625	0
134.06	-8	59.05625	0
134.07	-8	58.4375	0
134.08	-8	58.4375	0
134.09	-8	58.64375	0
134.10	-8	58.64375	0
134.11	-8	59.19375	0
134.12	-8	59.19375	0
134.13	-8	59.4	0
134.14	-8	59.4	0
134.15	-8	59.46875	0
134.16	-8	59.46875	0
134.17	-8.1	59.4	0
134.18	-8.1	59.4	0
134.19	-8.1	58.9875	0
134.20	-8.1	58.9875	0
134.21	-8.1	58.575	0
134.22	-8.1	58.575	0
134.23	-8.1	58.78125	0
134.24	-8.1	58.78125	0
134.25	-8.1	59.4	0
134.26	-8.1	59.4	0
134.27	-8.1	59.4	0
134.28	-8.1	59.4	0
134.29	-8.1	59.125	0
134.30	-8.1	59.125	0
134.31	-8.1	58.91875	0
134.32	-8.1	58.91875	0
134.33	-8.1	58.78125	0
134.34	-8.1	58.78125	0
134.35	-8.1	58.7125	0
134.36	-8.1	58.7125	0
134.37	-8.1	58.85	0
134.38	-8.1	58.85	0
134.39	-8.1	59.05625	0
134.40	-8.1	59.05625	0
134.41	-8.1	59.05625	0
134.42	-8.1	59.05625	0
134.43	-8.1	58.78125	0
134.44	-8.1	58.78125	0
134.45	-8.1	58.64375	0
134.46	-8.1	58.64375	0
134.47	-8.1	58.64375	0
134.48	-8.1	58.64375	0
134.49	-8.1	58.7125	0
134.50	-8.1	58.7125	0
134.51	-8.1	58.64375	0
134.52	-8.1	58.64375	0
134.53	-8.1	58.78125	0
134.54	-8.1	58.78125	0
134.55	-8.1	58.7125	0
134.56	-8.1	58.7125	0
134.57	-8.1	58.4375	0
134.58	-8.1	58.4375	0
134.59	-8.1	58.4375	0
134.60	-8.1	58.4375	0
134.61	-8.2	58.575	0
134.62	-8.3	58.575	0
134.63	-8.3	58.4375	0
134.64	-8.5	58.4375	0
134.65	-8.6	58.36875	0
134.66	-8.6	58.36875	0
134.67	-8.7	58.4375	0
134.68	-8.7	58.4375	0
134.69	-8.8	58.4375	0
134.70	-8.9	58.4375	0
134.71	-8.9	58.4375	0
134.72	-9	58.4375	0
134.73	-9.1	58.4375	0
134.74	-9.1	58.4375	0
134.75	-9.1	58.3	0
134.76	-9.1	58.3	0
134.77	-9.1	58.1625	0
134.78	-9.2	58.1625	0
134.79	-9.2	58.1625	0
134.80	-9.2	58.1625	0
134.81	-9.2	58.1625	0
134.82	-9.3	58.1625	0
134.83	-9.3	58.3	0
134.84	-9.3	58.3	0
134.85	-9.4	58.3	0
134.86	-9.4	58.3	0
134.87	-9.4	58.3	0
134.88	-9.5	58.3	0
134.89	-9.5	57.95625	0
134.90	-9.5	57.95625	0
134.91	-9.5	57.75	0
134.92	-9.5	57.75	0
134.93	-9.5	57.81875	0
134.94	-9.5	57.81875	0
134.95	-9.5	58.1625	0
134.96	-9.5	58.1625	0
134.97	-9.5	58.23125	0
134.98	-9.5	58.23125	0
134.99	-9.5	57.95625	0
135.00	-9.5	57.95625	0
135.01	-9.5	57.68125	0
135.02	-9.5	57.68125	0
135.03	-9.5	57.54375	0
135.04	-9.5	57.54375	0
135.05	-9.5	57.40625	0
135.06	-9.5	57.40625	0
135.07	-9.5	57.3375	0
135.08	-9.5	57.3375	0
135.09	-9.5	57.54375	0
135.10	-9.5	57.54375	0
135.11	-9.5	57.68125	0
135.12	-9.5	57.68125	0
135.13	-9.4	57.54375	0
135.14	-9.3	57.54375	0
135.15	-9.2	57.40625	0
135.16	-9.1	57.40625	0
135.17	-8.9	57.26875	0
135.18	-8.7	57.26875	0
135.19	-8.7	57.2	0
135.20	-8.6	57.2	0
135.21	-8.5	57.3375	0
135.22	-8.4	57.3375	0
135.23	-8.3	57.54375	0
135.24	-8.2	57.54375	0
135.25	-8.1	57.68125	0
135.26	-8.1	57.68125	0
135.27	-8.1	57.475	0
135.28	-8.1	57.475	0
135.29	-8.1	57.26875	0
135.30	-8.1	57.26875	0
135.31	-8.1	57.2	0
135.32	-8.1	57.2	0
135.33	-8.1	57.13125	0
135.34	-8.1	57.13125	0
135.35	-8.1	56.99375	0
135.36	-8.1	56.99375	0
135.37	-8.1	57.0625	0
135.38	-8.1	57.0625	0
135.39	-8.1	57.13125	0
135.40	-8.1	57.13125	0
135.41	-8.1	56.925	0
135.42	-8.1	56.925	0
135.43	-8.1	56.925	0
135.44	-8.1	56.925	0
135.45	-8.1	56.85625	0
135.46	-8.1	56.85625	0
135.47	-8.1	56.85625	0
135.48	-8.1	56.85625	0
135.49	-8.1	56.7875	0
135.50	-8.1	56.7875	0
135.51	-8.1	56.85625	0
135.52	-8.1	56.85625	0
135.53	-8.1	56.85625	0
135.54	-8.1	56.85625	0
135.55	-8.1	56.7875	0
135.56	-8.1	56.7875	0
135.57	-8.1	56.7875	0
135.58	-8.1	56.7875	0
135.59	-8.1	56.71875	0
135.60	-8.1	56.71875	0
135.61	-8.1	56.58125	0
135.62	-8	56.58125	0
135.63	-8	56.58125	0
135.64	-8	56.58125	0
135.65	-7.9	56.7875	0
135.66	-7.9	56.7875	0
135.67	-7.8	56.71875	0
135.68	-7.7	56.71875	0
135.69	-7.7	56.58125	0
135.70	-7.7	56.58125	0
135.71	-7.6	56.58125	0
135.72	-7.6	56.58125	0
135.73	-7.6	56.375	0
135.74	-7.6	56.375	0
135.75	-7.6	56.2375	0
135.76	-7.6	56.2375	0
135.77	-7.5	56.1	0
135.78	-7.5	56.1	0
135.79	-7.5	56.2375	0
135.80	-7.5	56.2375	0
135.81	-7.4	56.2375	0
135.82	-7.4	56.2375	0
135.83	-7.4	56.1	0
135.84	-7.4	56.1	0
135.85	-7.4	56.03125	0
135.86	-7.4	56.03125	0
135.87	-7.4	55.89375	0
135.88	-7.4	55.89375	0
135.89	-7.4	55.6875	0
135.90	-7.4	55.6875	0
135.91	-7.4	55.61875	0
135.92	-7.4	55.61875	0
135.93	-7.4	55.6875	0
135.94	-7.4	55.6875	0
135.95	-7.4	55.6875	0
135.96	-7.4	55.6875	0
135.97	-7.4	55.75625	0
135.98	-7.4	55.75625	0
135.99	-7.4	55.6875	0
136.00	-7.4	55.6875	0
136.01	-7.4	55.55	0
136.02	-7.4	55.55	0
136.03	-7.4	55.4125	0
136.04	-7.4	55.4125	0
136.05	-7.4	55.34375	0
136.06	-7.4	55.34375	0
136.07	-7.4	55.48125	0
136.08	-7.4	55.48125	0
136.09	-7.4	55.48125	0
136.10	-7.4	55.48125	0
136.11	-7.4	55.61875	0
136.12	-7.4	55.61875	0
136.13	-7.4	55.55	0
136.14	-7.4	55.55	0
136.15	-7.4	55.34375	0
136.16	-7.4	55.34375	0
136.17	-7.4	55.20625	0
136.18	-7.4	55.20625	0
136.19	-7.4	55.1375	0
136.20	-7.4	55.1375	0
136.21	-7.4	55.06875	0
136.22	-7.4	55.06875	0
136.23	-7.4	55.20625	0
136.24	-7.4	55.20625	0
136.25	-7.4	55.34375	0
136.26	-7.4	55.34375	0
136.27	-7.4	55.275	0
136.28	-7.4	55.275	0
136.29	-7.4	55.06875	0
136.30	-7.4	55.06875	0
136.31	-7.4	54.93125	0
136.32	-7.4	54.93125	0
136.33	-7.4	54.8625	0
136.34	-7.4	54.8625	0
136.35	-7.4	54.725	0
136.36	-7.4	54.725	0
136.37	-7.4	55	0
136.38	-7.4	55	0
136.39	-7.4	55.06875	0
136.40	-7.4	55.06875	0
136.41	-7.4	55	0
136.42	-7.4	55	0
136.43	-7.4	54.8625	0
136.44	-7.4	54.8625	0
136.45	-7.4	54.725	0
136.46	-7.4	54.725	0
136.47	-7.4	54.65625	0
136.48	-7.4	54.65625	0
136.49	-7.4	54.65625	0
136.50	-7.3	54.65625	0
136.51	-7.4	54.725	0
136.52	-7.3	54.725	0
136.53	-7.3	54.725	0
136.54	-7.3	54.725	0
136.55	-7.3	54.725	0
136.56	-7.2	54.725	0
136.57	-7.2	54.725	0
136.58	-7.1	54.725	0
136.59	-7.1	54.5875	0
136.60	-7.1	54.5875	0
136.61	-7	54.45	0
136.62	-7	54.45	0
136.63	-6.9	54.38125	0
136.64	-6.9	54.38125	0
136.65	-6.9	54.3125	0
136.66	-6.9	54.3125	0
136.67	-6.8	54.3125	0
136.68	-6.8	54.3125	0
136.69	-6.8	54.38125	0
136.70	-6.7	54.38125	0
136.71	-6.7	54.38125	0
136.72	-6.6	54.38125	0
136.73	-6.6	54.24375	0
136.74	-6.5	54.24375	0
136.75	-6.5	54.10625	0
136.76	-6.5	54.10625	0
136.77	-6.4	53.96875	0
136.78	-6.3	53.96875	0
136.79	-6.3	53.96875	0
136.80	-6.2	53.96875	0
136.81	-6.1	54.0375	0
136.82	-6	54.0375	0
136.83	-5.9	54.10625	0
136.84	-5.8	54.10625	0
136.85	-5.7	54.175	0
136.86	-5.7	54.175	0
136.87	-5.6	54.10625	0
136.88	-5.4	54.10625	0
136.89	-5.4	53.9	0
136.90	-5.3	53.9	0
136.91	-5.2	53.83125	0
136.92	-5.2	53.83125	0
136.93	-5.1	53.83125	0
136.94	-5.1	53.83125	0
136.95	-5.1	53.83125	0
136.96	-5	53.83125	0
136.97	-4.9	54.0375	0
136.98	-4.8	54.0375	0
136.99	-4.7	54.0375	0
137.00	-4.6	54.0375	0
137.01	-4.5	53.96875	0
137.02	-4.5	53.96875	0
137.03	-4.4	53.83125	0
137.04	-4.4	53.83125	0
137.05	-4.3	53.7625	0
137.06	-4.3	53.7625	0
137.07	-4.2	53.625	0
137.08	-4.2	53.625	0
137.09	-4.2	53.55625	0
137.10	-4.1	53.55625	0
137.11	-4	53.69375	0
137.12	-4	53.69375	0
137.13	-3.9	53.625	0
137.14	-3.8	53.625	0
137.15	-3.7	53.55625	0
137.16	-3.6	53.55625	0
137.17	-3.6	53.4875	0
137.18	-3.5	53.4875	0
137.19	-3.5	53.35	0
137.20	-3.5	53.35	0
137.21	-3.5	53.2125	0
137.22	-3.5	53.2125	0
137.23	-3.5	53.14375	0
137.24	-3.5	53.14375	0
137.25	-3.5	53.2125	0
137.26	-3.5	53.2125	0
137.27	-3.5	53.28125	0
137.28	-3.5	53.28125	0
137.29	-3.5	53.35	0
137.30	-3.5	53.35	0
137.31	-3.5	53.28125	0
137.32	-3.5	53.28125	0
137.33	-3.5	53.28125	0
137.34	-3.5	53.28125	0
137.35	-3.5	53.2125	0
137.36	-3.5	53.2125	0
137.37	-3.5	53.14375	0
137.38	-3.5	53.14375	0
137.39	-3.5	53.14375	0
137.40	-3.5	53.14375	0
137.41	-3.5	53.2125	0
137.42	-3.5	53.2125	0
137.43	-3.5	53.35	0
137.44	-3.5	53.35	0
137.45	-3.5	53.35	0
137.46	-3.5	53.35	0
137.47	-3.5	53.28125	0
137.48	-3.5	53.28125	0
137.49	-3.5	53.2125	0
137.50	-3.5	53.2125	0
137.51	-3.5	53.14375	0
137.52	-3.5	53.14375	0
137.53	-3.5	53.00625	0
137.54	-3.5	53.00625	0
137.55	-3.5	53.00625	0
137.56	-3.5	53.00625	0
137.57	-3.5	53.075	0
137.58	-3.5	53.075	0
137.59	-3.5	53.00625	0
137.60	-3.5	53.00625	0
137.61	-3.5	52.9375	0
137.62	-3.5	52.9375	0
137.63	-3.5	52.86875	0
137.64	-3.5	52.86875	0
137.65	-3.5	52.8	0
137.66	-3.6	52.8	0
137.67	-3.6	52.6625	0
137.68	-3.7	52.6625	0
137.69	-3.8	52.6625	0
137.70	-3.9	52.6625	0
137.71	-4	52.73125	0
137.72	-4.1	52.73125	0
137.73	-4.2	52.73125	0
137.74	-4.3	52.73125	0
137.75	-4.4	52.6625	0
137.76	-4.5	52.6625	0
137.77	-4.7	52.8	0
137.78	-4.8	52.8	0
137.79	-4.9	52.9375	0
137.80	-5.1	52.9375	0
137.81	-5.2	52.9375	0
137.82	-5.4	52.9375	0
137.83	-5.4	52.59375	0
137.84	-5.5	52.59375	0
137.85	-5.6	52.525	0
137.86	-5.7	52.525	0
137.87	-5.7	53.075	0
137.88	-5.7	53.075	0
137.89	-5.7	53.4875	0
137.90	-5.7	53.4875	0
137.91	-5.7	53.41875	11
137.92	-5.7	53.41875	11
137.93	-5.7	52.59375	11
137.94	-5.7	52.59375	11
137.95	-5.7	51.8375	11
137.96	-5.7	51.8375	11
137.97	-5.7	52.31875	11
137.98	-5.6	52.31875	11
137.99	-5.5	53.69375	11
138.00	-5.4	53.69375	11
138.01	-5.2	53.69375	11
138.02	-5.1	53.69375	11
138.03	-5.1	53.075	11
138.04	-5	53.075	11
138.05	-4.9	52.6625	11
138.06	-4.8	52.6625	11
138.07	-4.8	52.59375	11
138.08	-4.7	52.59375	11
138.09	-4.6	52.86875	11
138.10	-4.5	52.86875	11
138.11	-4.4	53.14375	12
138.12	-4.3	53.14375	12
138.13	-4.3	53.2125	12
138.14	-4.3	53.2125	12
138.15	-4.3	53.35	12
138.16	-4.2	53.35	12
138.17	-4.3	53.4875	12
138.18	-4.2	53.4875	12
138.19	-4.1	53.28125	12
138.20	-4.1	53.28125	12
138.21	-4.1	53.00625	15
138.22	-4	53.00625	15
138.23	-4	52.86875	15
138.24	-4	52.86875	15
138.25	-4	53.35	15
138.26	-4	53.35	15
138.27	-4	53.83125	15
138.28	-4	53.83125	15
138.29	-4	53.69375	15
138.30	-4	53.69375	15
138.31	-3.9	53.35	18
138.32	-3.9	53.35	18
138.33	-3.9	53.41875	18
138.34	-3.9	53.41875	18
138.35	-3.8	53.55625	18
138.36	-3.7	53.55625	18
138.37	-3.6	53.69375	18
138.38	-3.6	53.69375	18
138.39	-3.5	53.7625	18
138.40	-3.4	53.7625	18
138.41	-3.3	53.69375	20
138.42	-3.2	53.69375	20
138.43	-3.2	53.83125	20
138.44	-3.1	53.83125	20
138.45	-3	53.9	20
138.46	-2.9	53.9	20
138.47	-2.9	53.83125	20
138.48	-2.9	53.83125	20
138.49	-2.8	53.69375	20
138.50	-2.8	53.69375	20
138.51	-2.7	53.83125	20
138.52	-2.6	53.83125	20
138.53	-2.6	53.9	20
138.54	-2.6	53.9	20
138.55	-2.5	54.10625	20
138.56	-2.5	54.10625	20
138.57	-2.5	54.10625	20
138.58	-2.4	54.10625	20
138.59	-2.3	54.10625	20
138.60	-2.2	54.10625	20
138.61	-2.2	54.10625	20
138.62	-2.1	54.10625	20
138.63	-2.1	54.24375	20
138.64	-2.1	54.24375	20
138.65	-2	54.45	20
138.66	-1.9	54.45	20
138.67	-1.8	54.51875	20
138.68	-1.8	54.51875	20
138.69	-1.6	54.5875	20
138.70	-1.5	54.5875	20
138.71	-1.4	54.5875	21
138.72	-1.2	54.5875	21
138.73	-1.1	54.5875	21
138.74	-0.9	54.5875	21
138.75	-0.7	54.5875	21
138.76	-0.5	54.5875	21
138.77	-0.4	54.725	21
138.78	-0.1	54.725	21
138.79	0	54.8625	21
138.80	0.1	54.8625	21
138.81	0.2	55.06875	21
138.82	0.2	55.06875	21
138.83	0.3	55.06875	21
138.84	0.3	55.06875	21
138.85	0.3	55.06875	21
138.86	0.4	55.06875	21
138.87	0.4	55.1375	21
138.88	0.4	55.1375	21
138.89	0.4	55.06875	21
138.90	0.5	55.06875	21
138.91	0.5	55.20625	21
138.92	0.5	55.20625	21
138.93	0.5	55.34375	21
138.94	0.5	55.34375	21
138.95	0.5	55.48125	21
138.96	0.6	55.48125	21
138.97	0.6	55.55	21
138.98	0.6	55.55	21
138.99	0.6	55.55	21
139.00	0.7	55.55	21
139.01	0.7	55.48125	21
139.02	0.7	55.48125	21
139.03	0.7	55.4125	21
139.04	0.7	55.4125	21
139.05	0.7	55.4125	21
139.06	0.7	55.4125	21
139.07	0.7	55.61875	21
139.08	0.7	55.61875	21
139.09	0.7	55.6875	21
139.10	0.7	55.6875	21
139.11	0.7	55.75625	20
139.12	0.7	55.75625	20
139.13	0.7	55.6875	20
139.14	0.7	55.6875	20
139.15	0.8	55.75625	20
139.16	0.8	55.75625	20
139.17	0.9	55.825	20
139.18	1	55.825	20
139.19	1	55.89375	20
139.20	1	55.89375	20
139.21	1	56.1	19
139.22	1	56.1	19
139.23	1	56.16875	19
139.24	1	56.16875	19
139.25	1	56.30625	19
139.26	1	56.30625	19
139.27	1	56.30625	19
139.28	1	56.30625	19
139.29	0.9	56.2375	19
139.30	0.9	56.2375	19
139.31	0.8	56.2375	17
139.32	0.7	56.2375	17
139.33	0.7	56.30625	17
139.34	0.6	56.30625	17
139.35	0.4	56.5125	17
139.36	0.3	56.5125	17
139.37	0.2	56.58125	17
139.38	0	56.58125	17
139.39	-0.1	56.71875	17
139.40	-0.3	56.71875	17
139.41	-0.4	56.58125	17
139.42	-0.5	56.58125	17
139.43	-0.6	56.58125	17
139.44	-0.7	56.58125	17
139.45	-0.8	56.58125	17
139.46	-0.8	56.58125	17
139.47	-0.8	56.65	17
139.48	-0.8	56.65	17
139.49	-0.8	56.7875	17
139.50	-0.9	56.7875	17
139.51	-0.9	56.85625	18
139.52	-1	56.85625	18
139.53	-1.1	56.99375	18
139.54	-1.1	56.99375	18
139.55	-1.2	57.0625	18
139.56	-1.3	57.0625	18
139.57	-1.4	57.0625	18
139.58	-1.5	57.0625	18
139.59	-1.7	57.0625	18
139.60	-1.8	57.0625	18
139.61	-1.9	57.0625	21
139.62	-2.1	57.0625	21
139.63	-2.2	57.2	21
139.64	-2.4	57.2	21
139.65	-2.5	57.26875	21
139.66	-2.7	57.26875	21
139.67	-2.8	57.475	21
139.68	-2.9	57.475	21
139.69	-3.1	57.475	21
139.70	-3.2	57.475	21
139.71	-3.3	57.475	22
139.72	-3.5	57.475	22
139.73	-3.6	57.475	22
139.74	-3.6	57.475	22
139.75	-3.7	57.475	22
139.76	-3.7	57.475	22
139.77	-3.8	57.68125	22
139.78	-3.8	57.68125	22
139.79	-3.8	57.81875	22
139.80	-3.8	57.81875	22
139.81	-3.8	58.025	23
139.82	-3.8	58.025	23
139.83	-3.8	58.025	23
139.84	-3.8	58.025	23
139.85	-3.8	57.95625	23
139.86	-3.8	57.95625	23
139.87	-3.8	57.95625	23
139.88	-3.8	57.95625	23
139.89	-3.9	57.95625	23
139.90	-4	57.95625	23
139.91	-4	58.23125	23
139.92	-4.1	58.23125	23
139.93	-4.3	58.4375	23
139.94	-4.4	58.4375	23
139.95	-4.4	58.50625	23
139.96	-4.4	58.50625	23
139.97	-4.4	58.4375	23
139.98	-4.4	58.4375	23
139.99	-4.4	58.36875	23
140.00	-4.4	58.36875	23
140.01	-4.4	58.4375	25
140.02	-4.4	58.4375	25
140.03	-4.4	58.4375	25
140.04	-4.5	58.4375	25
140.05	-4.5	58.575	25
140.06	-4.6	58.575	25
140.07	-4.6	58.64375	25
140.08	-4.6	58.64375	25
140.09	-4.6	58.78125	25
140.10	-4.6	58.78125	25
140.11	-4.6	58.78125	26
140.12	-4.6	58.78125	26
140.13	-4.6	58.78125	26
140.14	-4.6	58.78125	26
140.15	-4.6	58.78125	26
140.16	-4.6	58.78125	26
140.17	-4.6	58.85	26
140.18	-4.6	58.85	26
140.19	-4.6	59.05625	26
140.20	-4.6	59.05625	26
140.21	-4.6	59.19375	28
140.22	-4.6	59.19375	28
140.23	-4.6	59.33125	28
140.24	-4.5	59.33125	28
140.25	-4.5	59.33125	28
140.26	-4.4	59.33125	28
140.27	-4.4	59.4	28
140.28	-4.3	59.4	28
140.29	-4.3	59.4	28
140.30	-4.3	59.4	28
140.31	-4.3	59.46875	28
140.32	-4.3	59.46875	28
140.33	-4.3	59.5375	28
140.34	-4.3	59.5375	28
140.35	-4.3	59.675	28
140.36	-4.3	59.675	28
140.37	-4.3	59.675	28
140.38	-4.3	59.675	28
140.39	-4.3	59.74375	28
140.40	-4.3	59.74375	28
140.41	-4.3	59.675	28
140.42	-4.3	59.675	28
140.43	-4.3	59.74375	28
140.44	-4.3	59.74375	28
140.45	-4.3	59.8125	28
140.46	-4.2	59.8125	28
140.47	-4.2	60.01875	28
140.48	-4.1	60.01875	28
140.49	-4.1	60.0875	28
140.50	-4	60.0875	28
140.51	-4	60.15625	29
140.52	-4	60.15625	29
140.53	-4	60.15625	29
140.54	-3.9	60.15625	29
140.55	-3.8	60.15625	29
140.56	-3.7	60.15625	29
140.57	-3.6	60.225	29
140.58	-3.6	60.225	29
140.59	-3.5	60.29375	29
140.60	-3.4	60.29375	29
140.61	-3.4	60.43125	29
140.62	-3.3	60.43125	29
140.63	-3.3	60.56875	29
140.64	-3.3	60.56875	29
140.65	-3.2	60.6375	29
140.66	-3.2	60.6375	29
140.67	-3.2	60.6375	29
140.68	-3.2	60.6375	29
140.69	-3.2	60.6375	29
140.70	-3.2	60.6375	29
140.71	-3.2	60.6375	28
140.72	-3.2	60.6375	28
140.73	-3.2	60.84375	28
140.74	-3.2	60.84375	28
140.75	-3.2	60.9125	28
140.76	-3.2	60.9125	28
140.77	-3.2	60.9125	28
140.78	-3.2	60.9125	28
140.79	-3.2	61.11875	28
140.80	-3.2	61.11875	28
140.81	-3.2	61.05	28
140.82	-3.2	61.05	28
140.83	-3.2	60.98125	28
140.84	-3.2	60.98125	28
140.85	-3.2	61.05	28
140.86	-3.2	61.05	28
140.87	-3.2	61.1875	28
140.88	-3.2	61.1875	28
140.89	-3.2	61.4625	28
140.90	-3.1	61.4625	28
140.91	-3.1	61.53125	28
140.92	-3	61.53125	28
140.93	-3	61.4625	28
140.94	-3	61.4625	28
140.95	-3	61.4625	28
140.96	-2.9	61.4625	28
140.97	-2.9	61.53125	28
140.98	-2.9	61.53125	28
140.99	-2.9	61.6	28
